page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
145.0,"Создание дочернего атрибута происходит следующим образом: Предположим, у нас есть тип объекта “Бланк заказа”, в котором указаны его детали, одной из которых являются заказанные товары.В данном случае “Товар заказа” будет вспомогательным типом объекта, который поможет указать в бланке заказа количество товаров и их сумму.Для этого в типе объекта “Товар заказа” необходимо создать объектный атрибут (“Ссылка на родителя”), ссылающийся на “Бланк заказа”.Для завершения создания связи “один ко многим” необходимо вернуться к типу объекта “Бланк заказа” и добавить дочерний атрибут (“Список товаров”), указав тип объекта - “Товар заказа”, и связь - “Ссылка на родителя”.Дочерний атрибут на визуале будет выглядеть как вложенная таблица.Подробнее в статье",751,102,187.75,"[ 0.01435609 -0.02053572 -0.01445565 ... -0.02562758 -0.02831788
 -0.02026486]"
145.0,"""Если вам нужно перенести атрибут из дочернего типа в родителя, то можно это сделать таким образом: 1.Взять тестовый тип вне иерархии; 2.Перенести в него """"как существующий"""" атрибут из дочернего типа; 3.Удалить атрибут в дочернем типе; 4.Проверить, что в других дочерних типах такого атрибута также нет.Иначе удалить во всех дочерних типах указанный атрибут; 5.Добавить атрибут в родительский тип из тестового типа; 6.Убедиться, что в дочерних типах атрибут также появился.",474,68,118.5,"[ 0.02060328 -0.02649956  0.01465605 ... -0.02383358 -0.02459695
  0.00272365]"
145.0,"Ошибка валидации означает то, что в Системе уже имеются сущности с такими названиями.Соответственно, чтобы объект сохранился, нужно изменить название, которое указано в ошибке.",176,23,44.0,"[-0.00538678 -0.02569723 -0.02118354 ...  0.00213815 -0.00194353
  0.00583561]"
145.0,"Красный восклицательный знак означает обязательность.После заполнения этого поля цвет сменится на серый - значит, можно сохранять карточку объекта.",147,18,36.75,"[-0.00379538 -0.02219118 -0.03748058 ... -0.01222841 -0.0226683
  0.00901159]"
145.0,"Т.к.в реестре уже имеются экземпляры с атрибутами, обязательными для заполнения, Система спрашивает: ""Что делать с уже созданными экземплярами, чем заполнять в них новый обязательный атрибут?"".Таким образом, необходимо либо удалить из реестра экземпляры (более предпочтительный вариант), либо указать значение для существующих.Подробнее читайте в статье",353,43,88.25,"[ 0.02691062 -0.02203268 -0.02461462 ... -0.01392853 -0.0115121
 -0.00386563]"
145.0,"Для того, чтобы удалить объект из реестра, необходимо сделать следующее: 1.Выделить нужный объект и нажать кнопку удалить 2.Выделить все, выбрать действие “Удалить” и нажать “Подтвердить” Если после этого шага удаление не происходит, и вылетает ошибка “Link type attr not found”, то необходимо выбрать все пункты и указать действие, которое необходимо с ними выполнить.",369,53,92.25,"[ 0.03583104 -0.02934252 -0.00771551 ... -0.01801148 -0.0033344
 -0.00946858]"
145.0,"Нет, после сохранения объекта изменить его родителя невозможно.Необходимо удалить этот объект и создать новый, сразу указав верный родительский объект.",151,19,37.75,"[ 0.00304272 -0.01694051 -0.00655037 ... -0.01919939 -0.00672535
 -0.00674012]"
145.0,"Создать выражение для наименования нельзя, необходимо переопределить существующее.Для этого выбрать данное выражение в реестре и нажать ""Переопределить алгоритм"".Подробнее в статье",180,20,45.0,"[ 0.01724516 -0.02511744 -0.02117688 ... -0.03611182 -0.01516578
 -0.02333272]"
145.0,"Использование атрибута ""Прикрепленные файлы"" в типе объекта позволяет прикреплять/ просматривать/ удалять документы (файлы) в карточке.Подробнее в статье",153,17,38.25,"[ 0.01553178 -0.01672103 -0.02686854 ... -0.01356202 -0.0457174
  0.00362706]"
145.0,"Необходимо либо использовать существующий, т.е.добавлять атрибут через кнопку ""Добавить существующий"", либо создавать свой идентификатор (с уникальными значениями).",164,17,41.0,"[ 0.0117834  -0.02857193 -0.02500917 ... -0.02050638 -0.0192625
  0.0024977 ]"
145.0,"Выражения для наименования нельзя удалять, единственное корректное действие - переопределять алгоритм.Необходимо удалить объект и создать заново.",145,16,36.25,"[ 0.02594718 -0.02719236 -0.01568169 ... -0.00513864 -0.00343649
  0.00720074]"
145.0,"Необходимо перейти в реестр типа объекта, экземпляр которого вы хотите создать.В реестре в левом верхнем углу будет находится кнопка ""Создать"" (пиктограмма плюса) По нажатию на данную кнопку откроется карточка объекта, после заполнения и сохранения которой, в реестре появится новоя запись в реестре - новый экземпляр создан",324,46,81.0,"[ 0.00955906 -0.05632975 -0.02771615 ... -0.04424189 -0.0157758
 -0.01303722]"
145.0,"Можно использовать конструкцию delete(id объекта) или воспользоваться SQL скриптом.Также нужно заметить, что, если с удаляемым объектом есть связанные объекты, то удаление не произойдёт. SQL скрипт нужно будет писать заранее.",225,29,56.25,"[ 0.01795712 -0.00866837 -0.04985462 ...  0.00624862 -0.00342022
 -0.00827486]"
145.0,Необходимо раздать права для группы доступа пользователя на уже созданные экземпляры справочника (настройка прав по умолчанию в карточке справочника).,150,19,37.5,"[ 0.00933968 -0.02461069 -0.03703681 ... -0.00979252 -0.0406178
 -0.00495476]"
145.0,"Необходимо проверить права на пункт меню для группы доступа данного пользователя, а также проверить права к самому реестру.",123,18,30.75,"[ 0.01371872 -0.01354987 -0.00692297 ... -0.01828116 -0.01135944
  0.0185888 ]"
145.0,В реестре объекта необходимо перейти в карточку экземпляра или создать новый Нажать “Настройка визуального представления” (Карандаш в правом верхнем углу) После этого можно осуществлять настройку Подробнее в статье,214,28,53.5,"[ 0.01602924 -0.0196116  -0.00380822 ... -0.03773002 -0.00724491
  0.00698573]"
145.0,"Необходимо выполнить следующие действия: 1.Зайти в реестр типа объекта.2.Нажать на кнопку “Создать” или открыть уже созданный экземпляр.3.Нажать на кнопку “Настройка визуального представления” 4.В открывшейся панели “Элементы” необходимо зайти на вкладку “Группировки” и перетащить “Ряд” в рабочую область 5.С вкладки “Атрибуты” перетащить в добавленный ряд необходимые атрибуты, которые будут располагаться в столбик 6.Нажать “Ок” для сохранения результатов Другие варианты настройки ищите в статье ниже или других статьях в вики",530,68,132.5,"[ 0.02672191 -0.03014759 -0.01252972 ... -0.02606703 -0.01864836
  0.0019562 ]"
145.0,"Необходимо выполнить следующие действия: 1.Зайти в реестр типа объекта.2.Нажать на кнопку “Создать” или открыть уже созданный экземпляр.3.Нажать на кнопку “Настройка визуального представления” 4.В открывшейся панели “Элементы” необходимо зайти на вкладку “Группировки” и перетащить “Ряд” в рабочую область 5.Затем в этот ряд перетащить “Колонку” 6.С вкладки “Атрибуты” перетащить в добавленные колонки необходимые атрибуты, которые будут располагаться в строку 7.Нажать “Ок” для сохранения результатов Другие варианты настройки ищите в статье ниже или других статьях в вики",573,74,143.25,"[ 0.0218358  -0.03527831 -0.01515582 ... -0.02606962 -0.02312296
 -0.00062466]"
145.0,Необходимо выполнить следующие действия: 1.Зайти в реестр типа объекта.2.Нажать на кнопку “Создать” или открыть уже созданный экземпляр.3.Нажать на кнопку “Настройка визуального представления 4.В открывшейся панели “Элементы” необходимо зайти на вкладку “Группировки” и перетащить “Ряд” в рабочую область 5.Затем в этот ряд перетащить “Группу атрибутов”,353,44,88.25,"[ 0.0196568  -0.02371028 -0.01242979 ... -0.03177238 -0.02097776
 -0.00121125]"
145.0,"В платформе есть виджет ""Управление вкладками"", он связывается с визуальной группировкой ""Группа вкладок"" (надо указать наименование группы вкладок в виджете) и предназначен для вертикального отображения группы вкладок.При этом сами вкладки настраиваются стандартно.По умолчанию вкладки остаются видны, т. е. на визуале будут и вертикально расположенные вкладки и горизонтальные.Чтобы оставить только вертикальные нужно включить настройку Скрыть переключение вкладок.",467,56,116.75,"[ 0.031411   -0.04186189 -0.01935048 ... -0.0143111   0.00469103
 -0.00877602]"
145.0,"1.Можно создать специальный атрибут с визуальным представлением ""Картинка""/""Image"" 2.Другой способ: Создать шаблон дашборда; В нем использовать аналитическую панель ""Картинка""; Использовать данный дашборд на 	нужном визуале.",224,25,56.0,"[ 0.01790121 -0.02975924 -0.01229371 ... -0.02971723 -0.03672437
 -0.00714648]"
145.0,"Да, можно.Для этого необходимо дважды кликнуть по текущему названию атрибута, после чего оно станет доступным для изменения.",124,17,31.0,"[ 0.00289011 -0.0245963  -0.00506613 ... -0.016066   -0.02286664
 -0.00898558]"
145.0,"Для того, чтобы удалить экземпляр из реестра типа объекта, необходимо выделить этот экземпляр в реестре и нажать “Удалить”",122,18,30.5,"[ 0.03531149 -0.03206252  0.00429442 ... -0.03749797 -0.02761331
 -0.00186725]"
145.0,"Для этого необходимо: 1.Нажать кнопку “Настройки представления реестра” (гаечный ключ) в реестре типа 2.Чтобы добавить столбец, необходимо выбрать нужный в левой таблице и нажать на стрелку вправо.Чтобы убрать - выбрать столбец в правой таблице и нажать на стрелку влево.",271,39,67.75,"[ 0.03450458 -0.03438358 -0.00730885 ... -0.01446765 -0.01388661
  0.0074902 ]"
145.0,"Необходимо дважды кликнуть по ячейке ""Ширина столбца"", после чего значение станет доступным для изменения.Далее нужно сохранить результат, нажан на ""Ок"" или на ""Сохранить"".",172,23,43.0,"[ 0.02026821 -0.02103857 -0.02344251 ... -0.02543296 -0.01473803
 -0.01132689]"
145.0,"Для этого необходимо: 1.Нажать кнопку “Настройки представления реестра” (гаечный ключ) в реестре типа 2.Выделить атрибут и кнопками справа вверх-вниз перемещать его.3.Последовательность строк в данной таблице - то, в каком порядке будут располагаться столбцы в реестре слева направо.",283,37,70.75,"[ 0.03238192 -0.03432625 -0.00702104 ... -0.02486101 -0.0141512
 -0.00096085]"
145.0,Для удобства и наглядности данные в реестре можно структурировать следующим образом: 1.Создать объединенную шапку для столбцов 2.Создать группировки данных Данные настройки производятся в настройках представления реестра,220,26,55.0,"[ 0.03003377 -0.03136321 -0.02112355 ... -0.01359695 -0.0065387
 -0.00701608]"
145.0,"Данная настройка является базовой при применении группировки по разделам, убрать количество подразделов настройкой нельзя.",122,14,30.5,"[ 0.03214492 -0.02893087 -0.05827583 ...  0.02040636 -0.00776482
  0.01990881]"
145.0,"Заранее в Системе нельзя настроить параметры, с которыми будут данные выгружаться в Excel, только в самом файле если корректировать после выгрузки.",147,21,36.75,"[ 0.00279612 -0.01721917 -0.01228141 ... -0.00748863 -0.01942345
  0.0090061 ]"
145.0,"Да, можно.В приложении нужно нажать на имя пользователя в правом верхнем углу страницы.Для того, чтобы выбрать из уже существующих, необходимо выбрать “Настройки оформления” в появившемся меню, после чего выбрать подходящую тему.Подробнее в статье",247,33,61.75,"[ 0.00840131 -0.03069715 -0.03095228 ... -0.00503097 -0.00343646
 -0.01790172]"
145.0,"Бизнес-процесс (далее, БП) - это схема взаимодействия, алгоритм, по которому действуют пользователи для достижения результата.",126,15,31.5,"[ 0.00363403 -0.0320421  -0.04115704 ... -0.00782542 -0.02296821
  0.0074858 ]"
145.0,Для создания бизнес-процесса необходимо сделать следующее: 1.Зайти в реестр бизнес-процессов 2.Нажать на кнопку “Создать” 3.Далее откроется карточка бизнес-процесса.Необходимо заполнить поля “Наименование” и “Идентификатор” 4.Нажать на кнопку “Сохранить” Подробнее в статье,273,30,68.25,"[ 0.01654317 -0.03289131 -0.02163719 ... -0.04989962 -0.0008838
 -0.00096575]"
145.0,"Создание связи между бизнес-процессом и типом объекта предназначено для выбора объектов, в разрезе которых будет выполняться запуск настраиваемого бизнес-процесса.",163,19,40.75,"[ 0.01270263 -0.0381679  -0.0616364  ... -0.00978587  0.00056426
 -0.03776523]"
145.0,"Настройка связей осуществляется в таблице ""Связанные типы объектов"" карточки бизнес-процесса.Чтобы настроить связь типа объекта и бизнес-процесса необходимо: 1.Нажать кнопку создать в таблице “Связанные типы объектов” 2.В открывшемся модальном окне указать тип объекта, с которым необходимо связать данный бизнес-процесс 3.Нажать “Ок” или “Сохранить”.4.Сохранить карточку бизнес-процесса.",388,44,97.0,"[ 0.02657569 -0.04421597 -0.04547222 ... -0.01932988  0.00943505
 -0.01222736]"
145.0,"Да, после создания связи в карточке объекта автоматически отобразится кнопка ""Запустить БП"", а в меню ""Действия"" отобразится возможность ""Очистить все маршруты"".",161,21,40.25,"[ 0.01382674 -0.02414563 -0.03308223 ...  0.00297089  0.00949471
  0.00131738]"
145.0,"В случае необходимости прикрепления файлов (документов) по ходу бизнес-процесса, необходимо определить их классификацию.Выбор классификаций файлов, необходимых к прикреплению, выполняется посредством настройки тегов и категорий файлов при работе с карточкой бизнес-процесса.Настройка определяет категорию и/или присваивает тэг каждому добавленному на маршруте файлу.То есть данный файл прикрепляется к другим задачам согласно определенной категории/присвоенным тегам.Подробнее в статье",485,53,121.25,"[-0.00856458 -0.03620622 -0.0284357  ... -0.01652527 -0.04183653
  0.02627957]"
145.0,"Открыть схему бизнес-процесса.Это можно сделать тремя способами: 1.Выделить нужный бизнес-процесс в реестре бизнес-процессов, нажать “Действия”, после чего нажать “Схема БП” 2.Зайти в карточку бизнес-процесса и нажать “Схема процесса” 3.Зайти в карточку бизнес-процесса, нажать “Действия”, после чего нажать “Схема БП”",318,39,79.5,"[ 0.01745796 -0.0504907  -0.02670069 ... -0.02552965 -0.00403009
 -0.0133325 ]"
145.0,"Для создания схемы необходимо перейти в схему нужного бизнес-процесса.Создание и настройка схемы осуществляется в рабочей области посредством перетаскивания и настройки элементов с панели Для создания нового элемента на схеме БП необходимо перетащить его с панели слева.Для связи элементов на схеме необходимо выделить исходный элемент и протянуть стрелку до элемента-назначения.Сохранить изменения необходимо по кнопке, расположенной в левой нижней части рабочей области карточки БП.После чего Система уведомит о сохранении диаграммы.Приступать к настройке этапов можно только после сохранения диаграммы!Подробнее в статье",623,78,155.75,"[ 0.0169057  -0.03341103 -0.04308248 ... -0.01281575 -0.00257362
  0.00849483]"
145.0,"Чтобы настроить этап бизнес-процесса, необходимо выполнить следующее: 1.Открыть схему бизнес-процесса.2.Нажать на этап, который нужно настроить (например, задача) 3.Нажать на “Change Type” (гаечный ключ) 4.Выбрать нужный тип этапа (например, задачи) 5.Сохранить диаграмму 6.Нажать на “Edit Object” (шестеренка) 7.Настроить этап в соответствии с задачей 8.Сохранить настройки",374,44,93.5,"[ 0.0245153  -0.0542922  -0.01903276 ... -0.03212346 -0.00302332
  0.01096121]"
145.0,"1.Поскольку задача     одинаковая, но согласно бизнес-кейсу     - каждый сотрудник должен ее выполнить,     то корректно с точки зрения Системы     будет создать для каждого сотрудника     отдельную задачу.2.Поскольку все задачи     должны выполняться параллельно, создаем     Параллельный шлюз и происходит     разветвление на 3 задачи после линейного     процесса.3.Аналогично и с окончанием задач,     линейный процесс должен продолжиться     только после того, как все 3 пользователя     выполнят свои задачи, поэтому на выходе     тоже параллельный шлюз, который     ждет завершения всех задач и только     после этого процесс будет идти дальше.",650,139,162.5,"[ 0.00887519 -0.01257497 -0.04070622 ...  0.00285892 -0.021021
  0.01960254]"
145.0,"Промежуточное событие происходит на отрезке, ограниченном Стартовым и Конечным событиями.Примером промежуточного события является автоматическое уведомление пользователя (например, для исполнителя задачи при её назначении).Промежуточное событие оказывает влияние на ход процесса, но не может являться началом или завершением бизнес-процесса.Элемент Промежуточное событие (сигнал-ожидание) ожидает и обрабатывает сигналы и в том случае, если сигнал-передатчик (Signal Intermediate Throw Event) находится в подпроцессе (не в основном процессе).",542,61,135.5,"[ 0.03932305 -0.04878453 -0.03513736 ... -0.01835138 -0.03914012
 -0.01201004]"
145.0,"Чтобы поменять тип события, необходимо выполнить следующее: 1.Открыть схему бизнес-процесса.2.Нажать на событие, которое нужно изменить 3.Нажать на “Change Type” (гаечный ключ) 4.Выбрать нужный тип события 5.Сохранить диаграмму.",228,27,57.0,"[ 0.00199549 -0.04474042 -0.01815473 ... -0.03512001 -0.01653877
  0.01755459]"
145.0,"1.Чтобы установить таймер на задачу, необходимо перетащить промежуточное событие с панели инструментов на задачу 2.Нажать на него, затем на гаечный ключ.В открывшемся списке выбрать нужный тип таймера 3.Сохранить диаграмму",222,29,55.5,"[ 0.04716157 -0.04414399 -0.02855466 ... -0.02411381 -0.02002325
 -0.00339265]"
145.0,"Первым делом необходимо установить в бизнес-процессе сигнал источник, который будет передавать информацию сигналу-приемнику.Далее необходимо настроить сигнал-источник: 1.Нажать на него и выбрать Edit object (шестеренки) 2.В открывшихся настройках указать “Сигнал”, через который будут связаны источник и приемник.3.Нажать “Ок” или “Сохранить”.4.Сохранить диаграмму.Далее необходимо настроить сигнал-приемник.Для этого нужно проделать те же самые действия с единственным различием - в настройках карточки этапа сигнала необходимо выбрать именно тот сигнал, который был установлен в источнике",590,69,147.5,"[ 0.00720456 -0.03409573 -0.03136385 ... -0.03661997 -0.02692523
 -0.0061285 ]"
145.0,"Пользовательская задача определяет необходимые действия исполнителя, а подпроцесс – действие Системы, представляющее собой отдельный бизнес-процесс.",148,15,37.0,"[ 0.02434217 -0.02297637 -0.04159808 ... -0.00128139 -0.03521491
 -0.00492211]"
145.0,"Чтобы поменять тип действия, необходимо выполнить следующее: 1.Открыть схему бизнес процесса.2.Нажать на этап, который нужно настроить 3.Нажать на “Change Type” (гаечный ключ) 4.Выбрать нужный тип действия 5.Сохранить диаграмму",227,28,56.75,"[ 0.000745   -0.03957823 -0.01172939 ... -0.03798402 -0.01429611
  0.02529879]"
145.0,"В схеме процесса: 1.Нажать на “Edit Object” (шестеренка) 2.В открывшемся модальном окне осуществить настройки на соответствующих вкладках 3.После чего сохранить изменения, нажав на “Сохранить” или “Ок”",201,26,50.25,"[ 0.01666654 -0.03182702 -0.00864863 ... -0.03781558 -0.01219614
 -0.01182223]"
145.0,"Сервисная задача - действие, выполняемое Системой (чаще по заданному алгоритму).Для конечного пользователя сервисная задача недоступна к просмотру.",147,17,36.75,"[ 0.01849761 -0.0178111  -0.03675912 ... -0.00318739 -0.0390408
  0.00346756]"
145.0,"В схеме процесса: 1.Нажать на “Edit Object” (шестеренка) 2.В открывшемся модальном окне осуществить настройки на соответствующих вкладках 3.После чего сохранить изменения, нажав на “Сохранить” или “Ок”",201,26,50.25,"[ 0.01666654 -0.03182702 -0.00864863 ... -0.03781558 -0.01219614
 -0.01182223]"
145.0,На схеме процесса для сервисной задачи: 1.Нажать на “Edit Object” (шестеренка).2.В открывшемся модальном окне нажать на “Расширения” (находится в левом верхнем углу),165,22,41.25,"[ 0.01246804 -0.03948443 -0.02540562 ... -0.03179709 -0.00520239
 -0.00918429]"
145.0,"Задача-сценарий – действие, которое подразумевает выполнение сценария (алгоритма) в рамках настраиваемого бизнес-процесса.Задача выполняется Системой автоматически.Используемый сценарий (алгоритм) должен быть сформирован заранее и представлять собой последовательность действий.",278,26,69.5,"[ 0.00578574 -0.03279988 -0.03407867 ... -0.01617093 -0.01259421
  0.01153568]"
145.0,"В схеме процесса: 1.Нажать на задачу, затем на гаечный ключ, в открывшемся списке выбрать Script Task (задача-сценарий) 2.Нажать на “Edit Object” (шестеренка) 3.В открывшемся модальном окне осуществить настройки на соответствующих вкладках 4.В открывшемся модальном окне заполнить алгоритм, который будет выполнять данная задача 5.Сохранить настройки, нажав “Сохранить” или “Ок”",378,48,94.5,"[ 0.01437585 -0.03369261 -0.00906643 ... -0.02262846 -0.00805173
  0.01557301]"
145.0,"Это элементы бизнес-процесса, которые используются для фиксации расхождений и схождений потока операций бизнес-процесса и определения хода маршрутного объекта.",159,18,39.75,"[ 0.00841992 -0.01495501 -0.03599128 ...  0.00053485 -0.00490837
  0.01288488]"
145.0,"Шлюзы бывают пяти типов, каждый из которых решает определенные задачи 1.Эксклюзивный/ исключающий шлюз (оператор ""ИЛИ"", exclusive gateway):   - если оператор используется для разветвления БП, то поток операций направляется лишь по одной исходящей ветви (в зависимости от условий);   - если оператор используется для синхронизации, то он ожидает завершения выполнения хотя бы одной входящей ветви и активирует выходной поток.2.Параллельный шлюз (оператор ""И"", parallel gateway):    - если оператор используется для ветвления, то он разделяет один поток управления на несколько параллельных.При этом все исходящие ветви активируются одновременно;     - если оператор используется для синхронизации, то он ожидает завершения выполнения всех входящих ветвей и лишь затем активирует выходной поток.3.Включающий шлюз (оператор включающего ИЛИ, inclusive gateway):   - активирует одну или более исходящих ветвей, если осуществляется ветвление;   - если оператор используется для синхронизации, то он ожидает завершения выполнения одной входящей ветви и активирует выходной поток.4.Комплексный шлюз (complex gateway) – имеет несколько условий, в зависимости от выполнения которых активируются исходящие ветви.Настройка условий осуществляется в разрезе переходов (в карточке настройки элемента) выходящих из данного оператора 5.",1319,181,329.75,"[ 0.02478072 -0.02566374 -0.02168101 ...  0.0047377  -0.01352329
  0.02051548]"
145.0,"Неэксклюзивный шлюз (оператор исключающего ИЛИ, event based gateway) – направляет поток управления лишь по той исходящей ветви, на которой событие произошло первым.После оператора данного типа могут следовать только события или действия-обработчики сообщений.",259,32,64.75,"[ 0.01108108 -0.03765193 -0.01637729 ...  0.00101865 -0.01159775
  0.00801862]"
145.0,На схеме бизнес-процесса необходимо перетащить элемент шлюза в рабочую область и выбрать необходимый тип.Сохранить схему процесса,129,16,32.25,"[ 0.00464221 -0.01245745 -0.0290144  ...  0.00848599 -0.02025025
  0.02368222]"
145.0,"Предположим, у нас есть два действия, т.е.нужно направить поток операций от первого ко второму.Для этого: 1.Нажать на первое действие и выбрать Connect using Sequence/MessageFlow (стрелочки) 2.После этого за курсором потянется пунктирная линия 3.Навести курсор на второе действие 4.Один раз кликнуть по второму действию, после чего на схеме отобразится поток операций с нужным нам направлением",393,54,98.25,"[ 0.02844677 -0.04845052 -0.01465052 ... -0.03111305  0.01061961
 -0.00025337]"
145.0,"Всего существует три типа потока операций: 1. Uncontrolled Flow, неконтролируемый поток операций, который относится к следующим потокам:   - на которые не воздействую никакие условия;   - не проходящим через шлюзы.Простейшим примером Неконтролируемого потока может послужить отдельно взятый поток операций, объединяющий два действия.2. Conditional Flow, условный поток операций, зависящий от условных выражений.Если Условный поток операций является исходящим от действия (задачи), то у основания линии изображается небольшой ромб.3. Default Flow, условный поток операций, используемый при настройке элемента ""Условие, эксклюзивный шлюз"".Поток операций данного типа используется в случае, если остальные исходящие условные потоки операций не являются верными во время выполнения действия.Для изображения таких потоков операций используются диагональная черта, располагающиеся у основания линии.",893,111,223.25,"[ 0.00153639 -0.03703994 -0.02448742 ... -0.01082127 -0.0113406
  0.00508161]"
145.0,"1.Добавить поток операций на схему бизнес процесса.2.Нажать на поток, затем на Change Type (гаечный ключ).3.Выбрать необходимый тип потока.4.Сохранить диаграмму.5.Нажать на поток, затем на Edit object (шестеренки).",214,26,53.5,"[ 0.00991401 -0.04401512 -0.01525511 ... -0.01834053 -0.00863813
  0.01034671]"
145.0,6.Выбрать из существующих или создать новый алгоритм (условие) и/или алгоритм видимости перехода.7.Нажать “Ок” или “Сохранить”.8.Сохранить диаграмму.,149,16,37.25,"[ 0.00543474 -0.00853508 -0.02533773 ... -0.02237459 -0.01225082
  0.01553246]"
145.0,"Для ввода комментария (сноски) необходимо нажать на элемент бизнес-процесса, затем на значок с пунктиром.После чего ввести необходимый комментарий (текст).",155,19,38.75,"[ 3.2107458e-02 -2.8237976e-02 -3.0477334e-02 ... -1.0424150e-02
 -8.1123281e-03  1.1521549e-06]"
145.0,"Определение прав доступа к экземплярам типа объекта посредством прохождения объекта по бизнес-процессу доступно в случае, если Вид контроля прав в карточке объекта указан как ""Контроль прав по ответственным сотрудникам"".Виды разграничения доступа к объектам определяются в разрезе пользовательских групп доступа матрицы курируемости.Права назначаются пользователю или группе пользователей.",389,46,97.25,"[ 0.01940171 -0.02340222 -0.04280161 ... -0.02034699 -0.02419887
 -0.01188539]"
145.0,Матрица курируемости нужна для реалиации следующих задач: 1.Разграничение прав на просмотр и запись объекта.2.Определение потенциальных ответственных сотрудников по задачам.3.Определение подчиненных сотрудников.,211,21,52.75,"[ 0.03258697 -0.0262539  -0.02728351 ...  0.00498876  0.00630353
  0.00865167]"
145.0,"Для того, чтобы настроить нормативные сроки, необходимо сделать следующее: 1.Открыть реестр с нормативными сроками 2.Нажать “Создать” 3.Заполнить обязательные атрибуты:    - Наименование;    - Тип объекта, в разрезе которого нормативный будет применяться (блок полей ""Связи с типами объектов"");     - Тип назначения срока и сам срок (блок полей “Нормативный срок”);    - Условия, по которым будет определяться применение нормативного срока к процессу (блок полей ""Условия отсчета нормативного срока"").4.Сохранить карточку",521,78,130.25,"[ 0.00850752 -0.05281291 -0.03248459 ... -0.0358597  -0.01039981
 -0.01747969]"
145.0,"Да, можно.Для этого в карточке нормативного срока необходимо открыть Условия отсчета нормативного срока -> Процессы, после чего добавить все бизнес процессы, на которых необходимо установить данный нормативный срок.",215,28,53.75,"[-0.00779569 -0.04783412 -0.02316439 ... -0.02581009 -0.03067868
 -0.00834792]"
145.0,"В блоке полей “Условия отсчета нормативного срока” реализуются следующие настройки:  - Блок процессы – выбор бизнеса(ов), при запуске которого для объекта начнется отсчет нормативного срока выполнения задачи.Время выполнения бизнес процесса является завершением нормативного срока.При необходимости исключения из отсчета нормативного срока времени, затраченного на определенные этапы, их необходимо указать в таблице ""Этап процесса для исключения"" блока ""Этапы"";  - Блок этапы (этапы бизнес-процесса) – выбор этапа(ов), на которых будет отсчитываться/ не отсчитываться нормативный срок.Данная настройка будет транслироваться в поле ""Срок выполнения"" карточки этапа бизнес процесса.- Блок группы доступа – выбор группы пользователей/роли для определения нормативного срока.В данном случае нормативный срок будет распространяться на все этапы БП, ответственными в которых указана данная группы пользователей/ роль.- Блок статусы - выбор статуса для определения нормативного срока.",978,123,244.5,"[ 0.00978375 -0.04398809 -0.04400798 ... -0.02069482 -0.02373007
 -0.02869445]"
145.0,"Да, можно либо автоматически, либо вручную.1.Автоматическая приостановка: 1.1.На дочернем бизнес-процессе необходимо настроить сервисное действие с одним из двух расширений:     - Приостановка нормативных сроков на родительском процессе.- Снятие приостановки нормативных сроков родительского процесса.В таком случае приостановка нормативных сроков происходит для всех активных нормативных сроков родительского процесса, в рамках которого был запущен дочерний.2.Ручная приостановка: 2.1.Открыть карточку задачи, для которой необходимо приостановить отсчет нормативного срока.2.2.",578,66,144.5,"[ 0.0005931  -0.03510254 -0.0113801  ... -0.03427528 -0.0300786
  0.00751759]"
